timestamp,elapsed_time,FLOW1,CUMULATIVE_FLOW,PRESSURE1,PRESSURE2,PRESSURE3
2024-11-06 12:25:46,1.003436,0.0,0.0,0.0,16.54,0.0
2024-11-06 12:25:47,2.006524,0.0,0.0,0.0,16.54,0.0
2024-11-06 12:25:48,3.009747,0.0,0.0,0.0,16.54,0.0
2024-11-06 12:25:49,4.009331,1.1,0.01,28.27,33.65,0.0
2024-11-06 12:25:50,5.013216,0.8,0.02,28.27,34.14,0.0
2024-11-06 12:25:51,6.015985,0.0,0.02,21.92,30.23,0.0
2024-11-06 12:25:52,7.019982,0.0,0.02,12.88,24.85,0.0
2024-11-06 12:25:53,8.022651,0.0,0.02,8.97,22.9,0.0
2024-11-06 12:25:54,9.022838,0.0,0.02,8.48,21.92,0.0
2024-11-06 12:25:55,10.026253,0.0,0.02,6.77,20.7,0.0
2024-11-06 12:25:56,11.029461,0.0,0.02,5.3,19.97,0.0
2024-11-06 12:25:57,12.032647,0.0,0.02,3.84,19.23,0.0
2024-11-06 12:25:58,13.036265,0.0,0.02,2.86,18.74,0.0
2024-11-06 12:25:59,14.035659,0.0,0.02,2.86,18.5,0.0
2024-11-06 12:26:00,15.039278,0.0,0.02,2.13,18.01,0.0
2024-11-06 12:26:01,16.04333,0.0,0.02,1.88,17.77,0.0
2024-11-06 12:26:02,17.046148,0.0,0.02,1.39,17.52,0.0
2024-11-06 12:26:03,18.049377,0.0,0.02,1.15,17.28,0.0
2024-11-06 12:26:04,19.04995,0.0,0.02,0.17,17.03,0.0
2024-11-06 12:26:05,20.052983,0.0,0.02,0.0,16.79,0.0
2024-11-06 12:26:06,21.056175,2.0,0.05,0.0,16.54,0.0
2024-11-06 12:26:07,22.05963,1.9,0.07,0.0,16.79,0.0
2024-11-06 12:26:08,23.063202,0.6,0.07,0.0,16.06,0.0
2024-11-06 12:26:09,24.066594,1.6,0.09,28.76,34.14,0.0
2024-11-06 12:26:10,25.070042,0.0,0.09,28.76,34.63,0.0
2024-11-06 12:26:11,26.073401,0.0,0.09,20.21,29.5,0.0
2024-11-06 12:26:12,27.076395,0.0,0.09,13.86,25.83,0.0
2024-11-06 12:26:13,28.077143,0.0,0.09,10.19,23.39,0.0
2024-11-06 12:26:14,29.080152,0.0,0.09,8.48,22.17,0.0
2024-11-06 12:26:15,30.083646,0.0,0.09,7.01,21.19,0.0
2024-11-06 12:26:16,31.087161,0.0,0.09,6.28,20.7,0.0
2024-11-06 12:26:17,32.090669,0.0,0.09,5.06,19.97,0.0
2024-11-06 12:26:18,33.093495,0.0,0.09,4.33,19.48,0.0
2024-11-06 12:26:19,34.097524,0.0,0.09,3.35,18.99,0.0
2024-11-06 12:26:20,35.100276,0.0,0.09,2.86,18.5,0.0
2024-11-06 12:26:21,36.103645,0.0,0.09,1.64,18.01,0.0
2024-11-06 12:26:22,37.104007,0.0,0.09,1.39,18.01,0.0
2024-11-06 12:26:23,38.106962,0.0,0.09,0.42,17.03,0.0
2024-11-06 12:26:24,39.1102,0.0,0.09,0.0,16.79,0.0
2024-11-06 12:26:25,40.113502,0.0,0.09,0.0,16.79,0.0
2024-11-06 12:26:26,41.113907,2.4,0.13,0.0,16.54,0.0
2024-11-06 12:26:27,42.117705,1.8,0.15,0.0,16.79,0.0
2024-11-06 12:26:28,43.120623,0.6,0.15,0.0,16.54,0.0
2024-11-06 12:26:29,44.12336,1.0,0.16,32.92,37.07,0.0
2024-11-06 12:26:30,45.126929,1.0,0.17,28.27,34.38,0.0
2024-11-06 12:26:31,46.130409,0.0,0.17,28.52,34.63,0.0
2024-11-06 12:26:32,47.130744,0.0,0.17,24.36,31.94,0.0
2024-11-06 12:26:33,48.133551,0.0,0.17,17.03,27.79,0.0
2024-11-06 12:26:34,49.136698,0.0,0.17,13.12,25.34,0.0
